s,x,y,psi,kappa
2855.524950802519,671.3852091556262,-1609.6502719562066,-2.4871405925475676,0.000259820129418885
2867.0857805628534,662.2238144460678,-1616.701626777845,-2.484081127188993,0.0002609749274756197
2878.6466103231874,653.0828255576661,-1623.77941461837,-2.4816258306350134,0.00012425648264779052
2890.2074400835213,643.949748276317,-1630.8674103921721,-2.482448587595641,-0.00031792361135557506
2901.7682698438553,634.7896121856128,-1637.9203850610581,-2.4895668223523546,-0.0009047552594021934
2913.3290996041897,625.55732304424,-1644.8786089583616,-2.502766330301037,-0.0013530195525884813
2924.8899293645236,616.2173865318572,-1651.6916186367093,-2.5208344014307853,-0.0018016950643074577
2936.4507591248575,606.7352745679786,-1658.305191009324,-2.5458530490742715,-0.0026181841900165324
2948.011588885192,597.0551151609852,-1664.6248546592237,-2.582802856583055,-0.0037343022916015633
2959.572418645526,587.1174572517252,-1670.5306614841372,-2.628655658504405,-0.004148665128541974
2971.13324840586,576.9004457715198,-1675.937985410888,-2.6841121019307947,-0.005773617505224476
2982.6940781661942,566.3317903685224,-1680.6160295906925,-2.7762486222991694,-0.011457678249109144
2994.254907926528,555.2224368733176,-1683.7536424764437,-2.9801189623068187,-0.022833174700057843
3005.815737686862,543.6945095095327,-1684.0814708193652,-3.244029107825377,-0.02218527842750207
3017.3765674471965,532.4455059279504,-1681.5106088219447,-3.479199914061846,-0.017576476952821503
3028.9373972075305,521.9718086318909,-1676.6512698627055,-3.677417317817176,-0.02066570971139849
3040.4982269678644,513.1000212662378,-1669.3138501239,-3.9899627747887503,-0.020512715688361754
3052.0590567281984,506.41884751819816,-1659.902814685886,-4.207849374335016,-0.022444546740192833
3063.6198864885328,502.2667686235713,-1649.1484452467007,-4.479792561957339,-0.022931175446040918
3075.1807162488667,501.0352956400779,-1637.6798929707345,-4.724049382546357,-0.020380775908914024
3086.7415460092006,502.7659250727996,-1626.287915741928,-4.997203098262799,-0.018147243000054155
3098.302375769535,507.091121987208,-1615.5849761484685,-5.195367190833516,-0.016645181176320217
3109.863205529869,513.2796316038878,-1605.8306891536324,-5.345734909300348,-0.009643983697049727
3121.424035290203,520.6016369376309,-1596.8898468683365,-5.454497632732826,-0.01126716539995917
3132.9848650505373,529.0029191101585,-1588.9609621558436,-5.593356347050069,-0.00886541231497984
3144.5456948108713,538.2181467155084,-1581.9840871834365,-5.672215620454141,-0.005809347867363389
3156.1065245712052,547.8609516557926,-1575.6079649083774,-5.718564967403371,-0.002276216330288261
3167.6673543315396,557.6819953927485,-1569.5088635849013,-5.7330753468024716,-0.0005571369184172783
3179.2281840918736,567.5482128835499,-1563.4829951624574,-5.735516118890887,7.387431309444233e-05
3190.7890138522075,577.4103351300456,-1557.450520588329,-5.732103592392622,0.0005045679547873212
3202.3498436125415,587.236795127258,-1551.36000661948,-5.723609908700609,0.0009992343973852843
3213.910673372876,596.9901985598297,-1545.1528751820215,-5.7075713489333,0.0018758306364152972
3225.47150313321,606.6009740222905,-1538.727231691456,-5.676666745233271,0.0037053755047916316
